date,gross,turnover_cost,borrow_cost,net,held_gross_lev,test_year,L,net_stress
2018-08-08,-477.9385284636252,0.0,5.600021760911626,-483.5385502245368,2.9999999999999996,2018,6,-483.5385502245368
2018-08-09,85.50100930296105,0.0,5.600021760911626,79.90098754204942,2.9999999999999996,2018,6,79.90098754204942
2018-08-10,383.43105444418813,0.0,5.600021760911626,377.83103268327653,2.9999999999999996,2018,6,377.83103268327653
2018-08-13,460.81017884630717,0.0,5.600021760911626,455.21015708539556,2.9999999999999996,2018,6,455.21015708539556
2018-08-14,522.548653723817,0.0,5.600021760911626,516.9486319629053,2.9999999999999996,2018,6,516.9486319629053
2018-08-15,51.14745638356258,0.0,5.600021760911626,45.547434622650954,2.9999999999999996,2018,6,45.547434622650954
2018-08-16,69.75856584318896,0.0,5.600021760911626,64.15854408227733,2.9999999999999996,2018,6,64.15854408227733
2018-08-17,-514.8614788801699,0.0,5.600021760911626,-520.4615006410816,2.9999999999999996,2018,6,-520.4615006410816
2018-08-20,-584.134217970769,0.0,5.600021760911626,-589.7342397316806,2.9999999999999996,2018,6,-589.7342397316806
2018-08-21,-84.53912214066183,0.0,5.600021760911626,-90.13914390157346,2.9999999999999996,2018,6,-90.13914390157346
2018-08-22,-147.03841715213267,0.0,5.600021760911626,-152.6384389130443,2.9999999999999996,2018,6,-152.6384389130443
2018-08-23,856.4710392389003,0.0,5.600021760911626,850.8710174779886,2.9999999999999996,2018,6,850.8710174779886
2018-08-24,-688.6289938446952,0.0,5.600021760911626,-694.2290156056068,2.9999999999999996,2018,6,-694.2290156056068
2018-08-27,-235.7937668030121,0.0,5.600021760911626,-241.39378856392372,2.9999999999999996,2018,6,-241.39378856392372
2018-08-28,676.7559151603402,0.0,5.600021760911626,671.1558933994286,2.9999999999999996,2018,6,671.1558933994286
2018-08-29,207.68883017500283,0.0,5.600021760911626,202.0888084140912,2.9999999999999996,2018,6,202.0888084140912
2018-08-30,246.48267256855752,0.0,5.600021760911626,240.8826508076459,2.9999999999999996,2018,6,240.8826508076459
2018-08-31,626.0256486610157,0.0,5.600021760911626,620.425626900104,2.9999999999999996,2018,6,620.425626900104
2018-09-04,677.5806363702156,156.13338360316249,5.600021760911626,515.8472310061416,2.9999999999999996,2018,6,437.7805392045603
2018-09-05,-216.5465118987123,0.0,2.4086107387605784,-218.9551226374729,2.9999999999999996,2018,6,-218.9551226374729
2018-09-06,-85.58450770869675,0.0,2.4086107387605784,-87.99311844745732,2.9999999999999996,2018,6,-87.99311844745732
2018-09-07,-165.11988943665014,0.0,2.4086107387605784,-167.52850017541073,2.9999999999999996,2018,6,-167.52850017541073
2018-09-10,257.7404225435233,0.0,2.4086107387605784,255.33181180476274,2.9999999999999996,2018,6,255.33181180476274
2018-09-11,8.373841644629731,0.0,2.4086107387605784,5.965230905869153,2.9999999999999996,2018,6,5.965230905869153
2018-09-12,-193.71860082445377,0.0,2.4086107387605784,-196.12721156321436,2.9999999999999996,2018,6,-196.12721156321436
2018-09-13,-132.97423167755437,0.0,2.4086107387605784,-135.38284241631496,2.9999999999999996,2018,6,-135.38284241631496
2018-09-14,-47.32445554280972,0.0,2.4086107387605784,-49.7330662815703,2.9999999999999996,2018,6,-49.7330662815703
2018-09-17,-559.7662785345901,0.0,2.4086107387605784,-562.1748892733507,2.9999999999999996,2018,6,-562.1748892733507
2018-09-18,-516.0218458803496,0.0,2.4086107387605784,-518.4304566191101,2.9999999999999996,2018,6,-518.4304566191101
2018-09-19,-634.699562578205,0.0,2.4086107387605784,-637.1081733169656,2.9999999999999996,2018,6,-637.1081733169656
2018-09-20,-27.40634969032788,0.0,2.4086107387605784,-29.81496042908846,2.9999999999999996,2018,6,-29.81496042908846
2018-09-21,143.6938533569335,0.0,2.4086107387605784,141.2852426181729,2.9999999999999996,2018,6,141.2852426181729
2018-09-24,48.00521787381878,0.0,2.4086107387605784,45.5966071350582,2.9999999999999996,2018,6,45.5966071350582
2018-09-25,-272.2171638726541,0.0,2.4086107387605784,-274.62577461141467,2.9999999999999996,2018,6,-274.62577461141467
2018-09-26,105.96344884575328,0.0,2.4086107387605784,103.5548381069927,2.9999999999999996,2018,6,103.5548381069927
2018-09-27,932.5080649713794,0.0,2.4086107387605784,930.0994542326189,2.9999999999999996,2018,6,930.0994542326189
2018-09-28,283.8862111255286,0.0,2.4086107387605784,281.477600386768,2.9999999999999996,2018,6,281.477600386768
2018-10-01,6.252747956638708,179.85317652681826,2.4086107387605784,-176.00903930894015,2.9999999999999996,2018,6,-265.93562757234923
2018-10-02,-551.6125904929902,0.0,4.9310871471485855,-556.5436776401388,3.0,2018,6,-556.5436776401388
2018-10-03,1195.8788980839113,0.0,4.9310871471485855,1190.9478109367626,3.0,2018,6,1190.9478109367626
2018-10-04,-441.33400632140086,0.0,4.9310871471485855,-446.2650934685494,3.0,2018,6,-446.2650934685494
2018-10-05,-126.49286805291192,0.0,4.9310871471485855,-131.4239552000605,3.0,2018,6,-131.4239552000605
2018-10-08,144.6157385314404,0.0,4.9310871471485855,139.6846513842918,3.0,2018,6,139.6846513842918
2018-10-09,-369.8432433874534,0.0,4.9310871471485855,-374.774330534602,3.0,2018,6,-374.774330534602
2018-10-10,-1795.6262109485137,0.0,4.9310871471485855,-1800.5572980956624,3.0,2018,6,-1800.5572980956624
2018-10-11,-2363.9887482223867,0.0,4.9310871471485855,-2368.919835369535,3.0,2018,6,-2368.919835369535
2018-10-12,831.4548980217115,0.0,4.9310871471485855,826.523810874563,3.0,2018,6,826.523810874563
2018-10-15,-307.6796508636282,0.0,4.9310871471485855,-312.61073801077674,3.0,2018,6,-312.61073801077674
2018-10-16,1248.0767250131876,0.0,4.9310871471485855,1243.145637866039,3.0,2018,6,1243.145637866039
2018-10-17,374.0130839533301,0.0,4.9310871471485855,369.08199680618156,3.0,2018,6,369.08199680618156
2018-10-18,-910.4993048114817,0.0,4.9310871471485855,-915.4303919586303,3.0,2018,6,-915.4303919586303
2018-10-19,148.88239948351148,0.0,4.9310871471485855,143.9513123363629,3.0,2018,6,143.9513123363629
2018-10-22,68.97756244881757,0.0,4.9310871471485855,64.04647530166898,3.0,2018,6,64.04647530166898
2018-10-23,-1095.4190962981936,0.0,4.9310871471485855,-1100.3501834453423,3.0,2018,6,-1100.3501834453423
2018-10-24,-1781.3613576612156,0.0,4.9310871471485855,-1786.2924448083643,3.0,2018,6,-1786.2924448083643
2018-10-25,1554.2400994850104,0.0,4.9310871471485855,1549.3090123378618,3.0,2018,6,1549.3090123378618
